symbol,timestamp,open,high,low,close,volume
NVDA,2025-01-02 00:00:00+00:00,99.73385356836727,101.53138539965803,97.81481987288112,100.04222318752292,66992387
NVDA,2025-01-03 00:00:00+00:00,100.85413606847892,101.48901123207538,99.57874702575528,100.62188194973345,62021218
NVDA,2025-01-06 00:00:00+00:00,100.77743795724075,101.77678960691543,99.18076535978058,100.16664680562258,72841736
NVDA,2025-01-07 00:00:00+00:00,98.48945055569781,100.32289187859523,96.78236074126424,98.61314941557754,86781669
NVDA,2025-01-08 00:00:00+00:00,97.61306381088575,98.77938633152662,96.9779035939095,97.84851718786861,70221054
NVDA,2025-01-09 00:00:00+00:00,96.22953602372677,96.85234559839832,94.5925070053853,96.15590665397042,21089894
NVDA,2025-01-10 00:00:00+00:00,96.29779010462552,96.95381904258838,95.67581764536818,96.29857167446808,10609341
NVDA,2025-01-13 00:00:00+00:00,98.29714436290158,98.9324862198254,96.85420803501161,98.68938189554262,87230826
NVDA,2025-01-14 00:00:00+00:00,98.03843777001616,98.54535590586634,97.13913302963908,97.85801912602243,74553297
NVDA,2025-01-15 00:00:00+00:00,97.59037140713605,98.19065157310705,95.60465586374579,96.80988390654116,63258681
NVDA,2025-01-16 00:00:00+00:00,97.60544405575992,98.1251304065684,95.79081276669802,97.70632074935467,30236130
NVDA,2025-01-17 00:00:00+00:00,98.29551341585237,98.59159894261346,98.09576013169324,98.37534547936197,73669640
NVDA,2025-01-20 00:00:00+00:00,98.18949042655464,99.5728437399987,96.5852864460064,98.601618381043,18728472
NVDA,2025-01-21 00:00:00+00:00,97.12655221965342,97.61932635530562,95.90709004071662,97.0027424001262,60809744
NVDA,2025-01-22 00:00:00+00:00,96.50668991140145,98.44887988753773,95.71511453852284,96.99046914760265,40122732
NVDA,2025-01-23 00:00:00+00:00,97.81624029752948,100.07167204081179,97.06743411982755,98.25126981247891,79625359
NVDA,2025-01-24 00:00:00+00:00,96.43198356878678,97.0285802178428,95.71842340759444,95.94089388106264,64548088
NVDA,2025-01-27 00:00:00+00:00,94.84716840515885,96.32212268635107,94.28669796799491,95.19193572287877,36099098
NVDA,2025-01-28 00:00:00+00:00,92.42424376037769,93.40650899511587,90.84461108804518,92.02619088800378,73233465
NVDA,2025-01-29 00:00:00+00:00,90.49915002573677,90.71879709515466,89.69394379210094,89.95068185839054,66643812
NVDA,2025-01-30 00:00:00+00:00,87.14270640250383,87.43660505006987,85.85815714996383,87.05240643380263,30138545
NVDA,2025-01-31 00:00:00+00:00,86.91145041650167,88.45941372063047,85.04729536364692,86.71949113309107,31129042
NVDA,2025-02-03 00:00:00+00:00,85.45956194814701,86.31491719364537,83.13240390292677,84.79737889625747,40933206
NVDA,2025-02-04 00:00:00+00:00,85.17944664307352,86.63498865278379,83.65511077459807,85.246528296247,50692578
NVDA,2025-02-05 00:00:00+00:00,85.3187352770022,85.71530381429386,83.92585520074832,85.52159448216867,32140467
NVDA,2025-02-06 00:00:00+00:00,84.80686772804859,86.31734438411775,84.43531926475518,85.26841922299857,64519236
